x,y,group,time
2.750417603,1.051777601,NIST_A_T0,0
2.757617649,1.051324606,NIST_A_T0,0
2.764817695,1.050889492,NIST_A_T0,0
2.772017741,1.05047226,NIST_A_T0,0
2.779217787,1.050072908,NIST_A_T0,0
2.786417833,1.049685478,NIST_A_T0,0
2.793617879,1.049292088,NIST_A_T0,0
2.800817925,1.048904657,NIST_A_T0,0
2.808017971,1.048529148,NIST_A_T0,0
2.815218017,1.048159599,NIST_A_T0,0
2.822418063,1.047819853,NIST_A_T0,0
2.82961811,1.04752779,NIST_A_T0,0
2.836818156,1.047313213,NIST_A_T0,0
2.844018202,1.047176123,NIST_A_T0,0
2.851218248,1.047110558,NIST_A_T0,0
2.858418294,1.047086716,NIST_A_T0,0
2.86561834,1.047092676,NIST_A_T0,0
2.872818386,1.047110558,NIST_A_T0,0
2.880018432,1.047128439,NIST_A_T0,0
2.887218478,1.04714036,NIST_A_T0,0
2.894418524,1.047116518,NIST_A_T0,0
2.90161857,1.047056913,NIST_A_T0,0
2.908818616,1.046967506,NIST_A_T0,0
2.916018663,1.046842337,NIST_A_T0,0
2.923218709,1.046687365,NIST_A_T0,0
2.930418755,1.04649663,NIST_A_T0,0
2.937618801,1.04624629,NIST_A_T0,0
2.944818847,1.045948267,NIST_A_T0,0
2.952018893,1.045614481,NIST_A_T0,0
2.959218939,1.045262814,NIST_A_T0,0
2.966418985,1.044917107,NIST_A_T0,0
2.973619031,1.044595242,NIST_A_T0,0
2.980819077,1.044327021,NIST_A_T0,0
2.988019123,1.044130325,NIST_A_T0,0
2.995219169,1.044028997,NIST_A_T0,0
3.002419215,1.043999195,NIST_A_T0,0
3.009619262,1.044011116,NIST_A_T0,0
3.016819308,1.044040918,NIST_A_T0,0
3.024019354,1.04406476,NIST_A_T0,0
3.0312194,1.04406476,NIST_A_T0,0
3.038419446,1.044046879,NIST_A_T0,0
3.045619492,1.044023037,NIST_A_T0,0
3.052819538,1.043993235,NIST_A_T0,0
3.060019584,1.043987274,NIST_A_T0,0
3.06721963,1.044034958,NIST_A_T0,0
3.074419676,1.044148207,NIST_A_T0,0
3.081619722,1.044338942,NIST_A_T0,0
3.088819768,1.044589281,NIST_A_T0,0
3.096019815,1.044875383,NIST_A_T0,0
3.103219861,1.045179367,NIST_A_T0,0
3.110419907,1.045465469,NIST_A_T0,0
3.117619953,1.045697927,NIST_A_T0,0
3.124819999,1.045823097,NIST_A_T0,0
3.132020045,1.045829058,NIST_A_T0,0
3.139220091,1.045680046,NIST_A_T0,0
3.146420137,1.045382023,NIST_A_T0,0
3.153620183,1.04495883,NIST_A_T0,0
3.160820229,1.04445219,NIST_A_T0,0
3.168020275,1.04392767,NIST_A_T0,0
3.175220321,1.043450832,NIST_A_T0,0
3.182420367,1.043099165,NIST_A_T0,0
3.189620414,1.042914391,NIST_A_T0,0
3.19682046,1.04290247,NIST_A_T0,0
3.204020506,1.043045521,NIST_A_T0,0
3.211220552,1.04329586,NIST_A_T0,0
3.218420598,1.043587923,NIST_A_T0,0
3.225620644,1.043838263,NIST_A_T0,0
3.23282069,1.043981314,NIST_A_T0,0
3.240020736,1.043969393,NIST_A_T0,0
3.247220782,1.043826342,NIST_A_T0,0
3.254420828,1.043558121,NIST_A_T0,0
3.261620874,1.043218374,NIST_A_T0,0
3.26882092,1.042842865,NIST_A_T0,0
3.276020967,1.042485237,NIST_A_T0,0
3.283221013,1.042181253,NIST_A_T0,0
3.290421059,1.041960716,NIST_A_T0,0
3.297621105,1.041823626,NIST_A_T0,0
3.304821151,1.041764021,NIST_A_T0,0
3.312021197,1.04175806,NIST_A_T0,0
3.319221243,1.041793823,NIST_A_T0,0
3.326421289,1.041865349,NIST_A_T0,0
3.333621335,1.041966677,NIST_A_T0,0
3.340821381,1.042073965,NIST_A_T0,0
3.348021427,1.042169333,NIST_A_T0,0
3.355221473,1.042252779,NIST_A_T0,0
3.362421519,1.042312384,NIST_A_T0,0
3.369621566,1.042354107,NIST_A_T0,0
3.376821612,1.042377949,NIST_A_T0,0
3.384021658,1.042360067,NIST_A_T0,0
3.391221704,1.042324305,NIST_A_T0,0
3.39842175,1.042258739,NIST_A_T0,0
3.405621796,1.042187214,NIST_A_T0,0
3.412821842,1.04213953,NIST_A_T0,0
3.420021888,1.042103767,NIST_A_T0,0
3.427221934,1.042097807,NIST_A_T0,0
3.43442198,1.042127609,NIST_A_T0,0
3.441622026,1.042193174,NIST_A_T0,0
3.448822072,1.042312384,NIST_A_T0,0
3.456022119,1.042479277,NIST_A_T0,0
3.463222165,1.042664051,NIST_A_T0,0
3.470422211,1.042854786,NIST_A_T0,0
3.477622257,1.043045521,NIST_A_T0,0
3.484822303,1.043242216,NIST_A_T0,0
3.492022349,1.043438911,NIST_A_T0,0
3.499222395,1.043623686,NIST_A_T0,0
3.506422441,1.043784618,NIST_A_T0,0
3.513622487,1.043921709,NIST_A_T0,0
3.520822533,1.044034958,NIST_A_T0,0
3.528022579,1.044112444,NIST_A_T0,0
3.535222625,1.044160128,NIST_A_T0,0
3.542422672,1.044172049,NIST_A_T0,0
3.549622718,1.044142246,NIST_A_T0,0
3.556822764,1.044076681,NIST_A_T0,0
3.56402281,1.043999195,NIST_A_T0,0
3.571222856,1.043891907,NIST_A_T0,0
3.578422902,1.043784618,NIST_A_T0,0
3.585622948,1.04367733,NIST_A_T0,0
3.592822994,1.043581963,NIST_A_T0,0
3.60002304,1.043498516,NIST_A_T0,0
3.607223086,1.043426991,NIST_A_T0,0
3.614423132,1.043367386,NIST_A_T0,0
3.621623178,1.043325663,NIST_A_T0,0
3.628823224,1.043283939,NIST_A_T0,0
3.636023271,1.043242216,NIST_A_T0,0
3.643223317,1.043194532,NIST_A_T0,0
3.650423363,1.043140888,NIST_A_T0,0
3.657623409,1.043081284,NIST_A_T0,0
3.664823455,1.0430336,NIST_A_T0,0
3.672023501,1.043003798,NIST_A_T0,0
3.679223547,1.043009758,NIST_A_T0,0
3.686423593,1.043045521,NIST_A_T0,0
3.693623639,1.043140888,NIST_A_T0,0
3.700823685,1.043283939,NIST_A_T0,0
3.708023731,1.043474674,NIST_A_T0,0
3.715223777,1.043701172,NIST_A_T0,0
3.722423824,1.04392767,NIST_A_T0,0
3.72962387,1.044136286,NIST_A_T0,0
3.736823916,1.044303179,NIST_A_T0,0
3.744023962,1.044404507,NIST_A_T0,0
3.751224008,1.044440269,NIST_A_T0,0
3.758424054,1.044380665,NIST_A_T0,0
3.7656241,1.044249535,NIST_A_T0,0
3.772824146,1.0440588,NIST_A_T0,0
3.780024192,1.043838263,NIST_A_T0,0
3.787224238,1.043611765,NIST_A_T0,0
3.794424284,1.043409109,NIST_A_T0,0
3.80162433,1.043224335,NIST_A_T0,0
3.808824376,1.043069363,NIST_A_T0,0
3.816024423,1.042950153,NIST_A_T0,0
3.823224469,1.042848825,NIST_A_T0,0
3.830424515,1.042747498,NIST_A_T0,0
3.837624561,1.042616367,NIST_A_T0,0
3.844824607,1.042449474,NIST_A_T0,0
3.852024653,1.042252779,NIST_A_T0,0
3.859224699,1.042032242,NIST_A_T0,0
3.866424745,1.041823626,NIST_A_T0,0
3.873624791,1.041632891,NIST_A_T0,0
3.880824837,1.041483879,NIST_A_T0,0
3.888024883,1.04136467,NIST_A_T0,0
3.895224929,1.041299105,NIST_A_T0,0
3.902424976,1.041293144,NIST_A_T0,0
3.909625022,1.041346788,NIST_A_T0,0
3.916825068,1.041460037,NIST_A_T0,0
3.924025114,1.041609049,NIST_A_T0,0
3.93122516,1.041799784,NIST_A_T0,0
3.938425206,1.0420084,NIST_A_T0,0
3.945625252,1.042228937,NIST_A_T0,0
3.952825298,1.042431593,NIST_A_T0,0
3.960025344,1.042622328,NIST_A_T0,0
3.96722539,1.042771339,NIST_A_T0,0
3.974425436,1.042884588,NIST_A_T0,0
3.981625482,1.042962074,NIST_A_T0,0
3.988825528,1.043003798,NIST_A_T0,0
3.996025575,1.0430336,NIST_A_T0,0
4.003225621,1.043051481,NIST_A_T0,0
4.010425667,1.043057442,NIST_A_T0,0
4.017625713,1.04303956,NIST_A_T0,0
4.024825759,1.042973995,NIST_A_T0,0
4.032025805,1.042860746,NIST_A_T0,0
4.039225851,1.042705774,NIST_A_T0,0
4.046425897,1.042509079,NIST_A_T0,0
4.053625943,1.042300463,NIST_A_T0,0
4.060825989,1.042109728,NIST_A_T0,0
4.068026035,1.041990519,NIST_A_T0,0
4.075226081,1.041972637,NIST_A_T0,0
4.082426128,1.042103767,NIST_A_T0,0
4.089626174,1.042366028,NIST_A_T0,0
4.09682622,1.042771339,NIST_A_T0,0
4.104026266,1.043277979,NIST_A_T0,0
4.111226312,1.043832302,NIST_A_T0,0
4.118426358,1.044386625,NIST_A_T0,0
4.125626404,1.044875383,NIST_A_T0,0
4.13282645,1.045280695,NIST_A_T0,0
4.140026496,1.045584679,NIST_A_T0,0
4.147226542,1.045781374,NIST_A_T0,0
4.154426588,1.045882702,NIST_A_T0,0
4.161626634,1.045918465,NIST_A_T0,0
4.16882668,1.045906544,NIST_A_T0,0
4.176026727,1.04586482,NIST_A_T0,0
4.183226773,1.045805216,NIST_A_T0,0
4.190426819,1.045739651,NIST_A_T0,0
4.197626865,1.045644283,NIST_A_T0,0
4.204826911,1.045531034,NIST_A_T0,0
4.212026957,1.045411825,NIST_A_T0,0
4.219227003,1.045286655,NIST_A_T0,0
4.226427049,1.045191288,NIST_A_T0,0
4.233627095,1.045137644,NIST_A_T0,0
4.240827141,1.045161486,NIST_A_T0,0
4.248027187,1.045274734,NIST_A_T0,0
4.255227233,1.045489311,NIST_A_T0,0
4.26242728,1.045805216,NIST_A_T0,0
4.269627326,1.046174765,NIST_A_T0,0
4.276827372,1.046574116,NIST_A_T0,0
4.284027418,1.046955585,NIST_A_T0,0
4.291227464,1.04726553,NIST_A_T0,0
4.29842751,1.047468185,NIST_A_T0,0
4.305627556,1.047533751,NIST_A_T0,0
4.312827602,1.047444344,NIST_A_T0,0
4.320027648,1.047217846,NIST_A_T0,0
4.327227694,1.046872139,NIST_A_T0,0
4.33442774,1.046437025,NIST_A_T0,0
4.341627786,1.045942307,NIST_A_T0,0
4.348827832,1.045417786,NIST_A_T0,0
4.356027879,1.044893265,NIST_A_T0,0
4.363227925,1.044392586,NIST_A_T0,0
